SRC	DST	PRICE	SRC_LAT	SRC_LNG	DST_LAT	DST_LNG	distance
Amsterdam	Keflavik	113	52.3499686881	4.91664017601	63.985	-22.605556	2039
Amsterdam	Kiev	181	52.3499686881	4.91664017601	50.373346999999995	30.6722095	1790
Amsterdam	Kolkata	699	52.3499686881	4.91664017601	22.654739	88.446722	7598
Amsterdam	Konya	118	52.3499686881	4.91664017601	37.979	32.561861	2663
Amsterdam	Kralendijk	2342	52.3499686881	4.91664017601	12.131044	-68.268511	7798
Amsterdam	Krasnodar	138	52.3499686881	4.91664017601	45.034689	39.170539	2612
Amsterdam	Kuala Lumpur	707	52.3499686881	4.91664017601	2.745578	101.709917	10219
Amsterdam	Kuching	1661	52.3499686881	4.91664017601	1.484697	110.346933	10908
Amsterdam	La Coruna	156	52.3499686881	4.91664017601	43.302061	-8.377256	1408
Amsterdam	Larnaca	468	52.3499686881	4.91664017601	34.875117	33.62485	2982
Amsterdam	Las Palmas	262	52.3499686881	4.91664017601	28.945464	-13.605225	3013
Amsterdam	Leeds	53	52.3499686881	4.91664017601	53.865897	-1.660569	469
Amsterdam	Lima	1792	52.3499686881	4.91664017601	-12.021889	-77.114319	10524
Amsterdam	Lisbon	56	52.3499686881	4.91664017601	38.781311	-9.135919	1855
Amsterdam	Liverpool	41	52.3499686881	4.91664017601	53.333611	-2.849722	532
Amsterdam	Ljubliana	422	52.3499686881	4.91664017601	46.223686	14.457611	968
Amsterdam	London	35	52.3499686881	4.91664017601	51.5781112	-0.1459444	357
Amsterdam	Los Angeles	2294	52.3499686881	4.91664017601	33.942536	-118.408075	8954
Amsterdam	Lvov	170	52.3499686881	4.91664017601	49.8125	23.956111	1354
Amsterdam	Lyon	122	52.3499686881	4.91664017601	45.726387	5.090833	736
Amsterdam	Madrid	127	52.3499686881	4.91664017601	40.493556	-3.566764	1466
Amsterdam	Malaga	80	52.3499686881	4.91664017601	36.6749	-4.499106	1891
Amsterdam	Male	555	52.3499686881	4.91664017601	4.191833	73.529128	8194
Amsterdam	Malta	85	52.3499686881	4.91664017601	35.857497	14.4775	1981
Amsterdam	Manchester	45	52.3499686881	4.91664017601	53.353744	-2.27495	495
Amsterdam	Marrakech	164	52.3499686881	4.91664017601	31.606886	-8.0363	2532
Amsterdam	Marseille	155	52.3499686881	4.91664017601	43.435555	5.213611	990
Amsterdam	Menorca	176	52.3499686881	4.91664017601	39.862597	4.218647	1388
Amsterdam	Miami	1796	52.3499686881	4.91664017601	25.79325	-80.290556	7447
Amsterdam	Milan	196	52.3499686881	4.91664017601	45.445103	9.276739	830
Amsterdam	Milano	47	52.3499686881	4.91664017601	45.630606	8.728111	796
Amsterdam	Minneapolis	2366	52.3499686881	4.91664017601	44.881956	-93.221767	6686
Amsterdam	Moscow	135	52.3499686881	4.91664017601	55.7363565	37.499193749999996	2138
Amsterdam	Mumbai	699	52.3499686881	4.91664017601	19.088686	72.867919	6845
Amsterdam	Munich	150	52.3499686881	4.91664017601	48.353783	11.786086	658
Amsterdam	Nairobi	462	52.3499686881	4.91664017601	-1.319167	36.9275	6670
Amsterdam	Naples	64	52.3499686881	4.91664017601	40.886033	14.290781	1458
Amsterdam	New Orleans	2378	52.3499686881	4.91664017601	29.993389	-90.258028	7737
Amsterdam	New York	2048	52.3499686881	4.91664017601	40.685582333333336	-73.81015266666667	5850
Amsterdam	Newark	1803	52.3499686881	4.91664017601	40.6925	-74.168667	5872
Amsterdam	Newcastle	29	52.3499686881	4.91664017601	55.0375	-1.691667	527
Amsterdam	Nice	42	52.3499686881	4.91664017601	43.658411	7.215872	980
Amsterdam	Nuernberg	422	52.3499686881	4.91664017601	49.4987	11.066897	534
Amsterdam	Odessa	558	52.3499686881	4.91664017601	46.426767	30.676464	1963
Amsterdam	Ohrid	112	52.3499686881	4.91664017601	41.179956	20.742325	1722
Amsterdam	Oslo	58	52.3499686881	4.91664017601	60.193917	11.100361	950
Amsterdam	Palermo	148	52.3499686881	4.91664017601	38.175958	13.091019	1697
Amsterdam	Palma de Mallorca	63	52.3499686881	4.91664017601	39.55361	2.727778	1431
Amsterdam	Pamplona	136	52.3499686881	4.91664017601	42.770039	-1.646331	1171
Amsterdam	Paris	255	52.3499686881	4.91664017601	49.012779	2.55	406
Amsterdam	Perth	1011	52.3499686881	4.91664017601	-31.940278	115.966944	14138
Amsterdam	Philipsburg	2400	52.3499686881	4.91664017601	18.040953	-63.1089	6939
Amsterdam	Pisa	98	52.3499686881	4.91664017601	43.683917	10.39275	1044
Amsterdam	Porto	98	52.3499686881	4.91664017601	41.248055	-8.681389	1604
Amsterdam	Prague	56	52.3499686881	4.91664017601	50.100833	14.26	695
Amsterdam	Puerto Plata	2429	52.3499686881	4.91664017601	19.7579	-70.570033	7299
Amsterdam	Quito	2225	52.3499686881	4.91664017601	-0.141144	-78.488214	9566
Amsterdam	Rhodos	181	52.3499686881	4.91664017601	36.405419	28.086192	2533
Amsterdam	Riyadh	383	52.3499686881	4.91664017601	24.95764	46.698776	4630
Amsterdam	Rome	78	52.3499686881	4.91664017601	41.804475	12.250797	1295
Amsterdam	Sacramento	2373	52.3499686881	4.91664017601	38.695417	-121.590778	8645
Amsterdam	Samara	320	52.3499686881	4.91664017601	53.5	50.15	2981
Amsterdam	San Francisco	2248	52.3499686881	4.91664017601	37.618972	-122.374889	8783
Amsterdam	San Sebastian	120	52.3499686881	4.91664017601	43.356519	-1.790611	1116
Amsterdam	Sandefjord	477	52.3499686881	4.91664017601	59.186703	10.258628	829
Amsterdam	Santa Cruz De La Palma	149	52.3499686881	4.91664017601	28.626478	-17.755611	3229
Amsterdam	Santander	149	52.3499686881	4.91664017601	43.427064	-3.820006	1184
Amsterdam	Santiago	148	52.3499686881	4.91664017601	42.896333	-8.415144	1444
Amsterdam	Santo Domingo	2952	52.3499686881	4.91664017601	18.429664	-69.668925	7350
Amsterdam	Sao Paulo	530	52.3499686881	4.91664017601	-23.432075	-46.469511	9778
Amsterdam	Sarajevo	258	52.3499686881	4.91664017601	43.824583	18.331467	1370
Amsterdam	Seattle	2357	52.3499686881	4.91664017601	47.449	-122.309306	7837
Amsterdam	Seoul	1742	52.3499686881	4.91664017601	37.469075	126.450517	8536
Amsterdam	Sevilla	72	52.3499686881	4.91664017601	37.418	-5.893106	1860
Amsterdam	Shanghai	468	52.3499686881	4.91664017601	31.143378	121.805214	8893
Amsterdam	Sharm El Sheikh	157	52.3499686881	4.91664017601	27.977222	34.394722	3639
Amsterdam	Singapore	707	52.3499686881	4.91664017601	1.350189	103.994433	10496
Amsterdam	Southampton	82	52.3499686881	4.91664017601	50.950261	-1.356803	459
Amsterdam	Southend	41	52.3499686881	4.91664017601	51.571389	0.695556	301
Amsterdam	Split	225	52.3499686881	4.91664017601	43.538944	16.297964	1291
Amsterdam	St. Petersburg	123	52.3499686881	4.91664017601	59.800292	30.262503	1761
Amsterdam	Stockholm	64	52.3499686881	4.91664017601	59.651944	17.918611	1141
Amsterdam	Tallinn-ulemiste International	116	52.3499686881	4.91664017601	59.413317	24.832844	1460
Amsterdam	Tanger	89	52.3499686881	4.91664017601	35.726917	-5.916889	2034
Amsterdam	Tbilisi	104	52.3499686881	4.91664017601	41.669167	44.954722	3208
Amsterdam	Tel-aviv	90	52.3499686881	4.91664017601	32.011389	34.886667	3303
Amsterdam	Tenerife	183	52.3499686881	4.91664017601	28.263564	-16.4570125	3205
Amsterdam	Torino	148	52.3499686881	4.91664017601	45.200761	7.649631	819
Amsterdam	Toronto	476	52.3499686881	4.91664017601	43.677223	-79.630556	5993
Amsterdam	Toulouse	156	52.3499686881	4.91664017601	43.629075	1.363819	1004
Amsterdam	Treviso	55	52.3499686881	4.91664017601	45.6484	12.194422	913
Amsterdam	Valencia	72	52.3499686881	4.91664017601	39.489314	-0.481625	1487
Amsterdam	Valladolid	149	52.3499686881	4.91664017601	41.706111	-4.851944	1392
Amsterdam	Vancouver	946	52.3499686881	4.91664017601	49.193889	-123.184444	7704
Amsterdam	Varna	119	52.3499686881	4.91664017601	43.232072	27.825106	1975
Amsterdam	Venice	123	52.3499686881	4.91664017601	45.505278	12.351944	933
Amsterdam	Vienna	165	52.3499686881	4.91664017601	48.110278	16.569722	951
Amsterdam	Vigo	191	52.3499686881	4.91664017601	42.2318	-8.626775	1513
Amsterdam	Villafranca	132	52.3499686881	4.91664017601	45.395706	10.888533	886
Amsterdam	Vilnius	97	52.3499686881	4.91664017601	54.634133	25.285767	1365
Amsterdam	Warsaw	110	52.3499686881	4.91664017601	52.16575	20.967122	1089
Amsterdam	Wroclaw	123	52.3499686881	4.91664017601	51.102683	16.885836	834
Amsterdam	Yekaterinburg	289	52.3499686881	4.91664017601	56.743108	60.802728	3533
Amsterdam	Zagreb	160	52.3499686881	4.91664017601	45.742931	16.068778	1092
Amsterdam	Zurich	153	52.3499686881	4.91664017601	47.464722	8.549167	601
Athens	Adana	157	37.9833262319	23.7333210843	36.982166	35.280388	1023
Athens	Amman	276	37.9833262319	23.7333210843	31.722556	35.993214	1315
Athens	Amsterdam	111	37.9833262319	23.7333210843	52.308613	4.763889	2165
Athens	Anapa	373	37.9833262319	23.7333210843	45.002097	37.347272	1372
Athens	Ankara	172	37.9833262319	23.7333210843	40.128082	32.995083	833
Athens	Bangkok	1400	37.9833262319	23.7333210843	13.681108	100.747283	7943
Athens	Barcelona	548	37.9833262319	23.7333210843	41.297078	2.078464	1884
Athens	Beijing	453	37.9833262319	23.7333210843	40.080111	116.584556	7613
Athens	Beirut	276	37.9833262319	23.7333210843	33.820931	35.488389	1153
Athens	Belgrade	100	37.9833262319	23.7333210843	44.818444	20.309139	811
Athens	Bergamo	373	37.9833262319	23.7333210843	45.673889	9.704166	1438
Athens	Berlin	69	37.9833262319	23.7333210843	52.469843499999996	13.405105500000001	1797
Athens	Bilbao	55	37.9833262319	23.7333210843	43.301097	-2.910608	2312
Athens	Birmingham	149	37.9833262319	23.7333210843	52.453856	-1.748028	2538
Athens	Bristol	995	37.9833262319	23.7333210843	51.382669	-2.719089	2543
Athens	Brussels	95	37.9833262319	23.7333210843	50.901389	4.484444	2084
Athens	Bucharest	76	37.9833262319	23.7333210843	44.572161	26.102178	758
Athens	Chania	85	37.9833262319	23.7333210843	35.531747	24.149678	274
Athens	Chengdu	1144	37.9833262319	23.7333210843	30.578528	103.947086	7182
Athens	Chicago	2237	37.9833262319	23.7333210843	41.978603	-87.904842	8747
Athens	Copenhagen	152	37.9833262319	23.7333210843	55.617917	12.655972	2127
Athens	Delhi	414	37.9833262319	23.7333210843	28.5665	77.103088	4998
Athens	Douala	1395	37.9833262319	23.7333210843	4.006081	9.719481	4034
Athens	Dubai	392	37.9833262319	23.7333210843	25.252778	55.364444	3289
Athens	Dublin	130	37.9833262319	23.7333210843	53.421333	-6.270075	2857
Athens	Dubrovnik	230	37.9833262319	23.7333210843	42.561353	18.268244	687
Athens	Duesseldorf	106	37.9833262319	23.7333210843	51.289453	6.766775	1986
Athens	Edinburgh	620	37.9833262319	23.7333210843	55.95	-3.3725	2831
Athens	Florence	168	37.9833262319	23.7333210843	43.809953	11.2051	1233
Athens	Frankfurt	103	37.9833262319	23.7333210843	50.026421	8.543125	1800
Athens	Geneva	145	37.9833262319	23.7333210843	46.238064	6.10895	1712
Athens	Hannover	215	37.9833262319	23.7333210843	52.461056	9.685078	1941
Athens	Havana	686	37.9833262319	23.7333210843	22.989153	-82.409086	9755
Athens	Helsinki	638	37.9833262319	23.7333210843	60.317222	24.963333	2483
Athens	Heraklion	42	37.9833262319	23.7333210843	35.339719	25.180297	320
Athens	Houston	2321	37.9833262319	23.7333210843	29.984433	-95.341442	10155
Athens	Ikaria	66	37.9833262319	23.7333210843	37.682717	26.347061	231
Athens	Ioannina	107	37.9833262319	23.7333210843	39.696388	20.8225	315
Athens	Istanbul	120	37.9833262319	23.7333210843	40.9377375	29.0619125	562
Athens	Izmir	158	37.9833262319	23.7333210843	38.292392	27.156953	301
Athens	Kalymnos	93	37.9833262319	23.7333210843	36.963333	26.940556	304
Athens	Karpathos	94	37.9833262319	23.7333210843	35.421408	27.146008	416
Athens	Kastoria	83	37.9833262319	23.7333210843	40.446294	21.282186	345
Athens	Kavala	87	37.9833262319	23.7333210843	40.913306	24.619223	334
Athens	Kerkyra/corfu	70	37.9833262319	23.7333210843	39.601944	19.911667	376
Athens	Kiev	87	37.9833262319	23.7333210843	50.373346999999995	30.6722095	1482
Athens	Kos	87	37.9833262319	23.7333210843	36.793335	27.091667	324
Athens	Kozani	73	37.9833262319	23.7333210843	40.28611	21.840834	303
Athens	Krasnoyarsk	400	37.9833262319	23.7333210843	56.18	92.475	5323
Athens	Larnaca	87	37.9833262319	23.7333210843	34.875117	33.62485	948
Athens	Leeds	236	37.9833262319	23.7333210843	53.865897	-1.660569	2613
Athens	Limnos	141	37.9833262319	23.7333210843	39.917072	25.236308	251
Athens	Lisbon	140	37.9833262319	23.7333210843	38.781311	-9.135919	2849
Athens	London	130	37.9833262319	23.7333210843	51.432778	-0.11033339999999998	2385
Athens	Lvov	184	37.9833262319	23.7333210843	49.8125	23.956111	1314
Athens	Lyon	498	37.9833262319	23.7333210843	45.726387	5.090833	1760
Athens	Madrid	164	37.9833262319	23.7333210843	40.493556	-3.566764	2356
Athens	Manchester	108	37.9833262319	23.7333210843	53.353744	-2.27495	2618
Athens	Marseille	172	37.9833262319	23.7333210843	43.435555	5.213611	1669
Athens	Melbourne	742	37.9833262319	23.7333210843	-37.673333	144.843333	14924
Athens	Mexico City	2237	37.9833262319	23.7333210843	19.436303	-99.072097	11269
Athens	Milan	152	37.9833262319	23.7333210843	45.445103	9.276739	1454
Athens	Milano	59	37.9833262319	23.7333210843	45.630606	8.728111	1501
Athens	Moscow	137	37.9833262319	23.7333210843	55.59662133333333	37.74227033333333	2219
Athens	Munich	173	37.9833262319	23.7333210843	48.353783	11.786086	1501
Athens	Mykonos	79	37.9833262319	23.7333210843	37.435128	25.348103	154
Athens	Mytilini	87	37.9833262319	23.7333210843	39.056667	26.598333	276
Athens	New York	559	37.9833262319	23.7333210843	40.639751	-73.778925	7909
Athens	Newark	1998	37.9833262319	23.7333210843	40.6925	-74.168667	7933
Athens	Newcastle	1036	37.9833262319	23.7333210843	55.0375	-1.691667	2686
Athens	Nice	170	37.9833262319	23.7333210843	43.658411	7.215872	1521
Athens	Novosibirsk	232	37.9833262319	23.7333210843	55.012622	82.650656	4720
Athens	Oslo	328	37.9833262319	23.7333210843	60.193917	11.100361	2623
Athens	Paris	149	37.9833262319	23.7333210843	48.91694533333333	2.4864813333333333	2089
Athens	Paros	83	37.9833262319	23.7333210843	37.010278	25.127778	163
Athens	Philadelphia	2125	37.9833262319	23.7333210843	39.871944	-75.241139	8060
Athens	Pisa	164	37.9833262319	23.7333210843	43.683917	10.39275	1285
Athens	Prague	515	37.9833262319	23.7333210843	50.100833	14.26	1541
Athens	Raleigh-durham	2346	37.9833262319	23.7333210843	35.877639	-78.787472	8574
Athens	Rhodos	70	37.9833262319	23.7333210843	36.405419	28.086192	423
Athens	Rome	79	37.9833262319	23.7333210843	41.804475	12.250797	1065
Athens	Samos	71	37.9833262319	23.7333210843	37.689999	26.911667	280
Athens	Sandefjord	665	37.9833262319	23.7333210843	59.186703	10.258628	2544
Athens	Sarajevo	139	37.9833262319	23.7333210843	43.824583	18.331467	791
Athens	Seoul	577	37.9833262319	23.7333210843	37.469075	126.450517	8479
Athens	Shanghai	441	37.9833262319	23.7333210843	31.143378	121.805214	8565
Athens	Skiathos	75	37.9833262319	23.7333210843	39.1771	23.503675	134
Athens	Skopje	115	37.9833262319	23.7333210843	41.961622	21.621381	477
Athens	St. Petersburg	230	37.9833262319	23.7333210843	59.800292	30.262503	2468
Athens	Stockholm	176	37.9833262319	23.7333210843	59.651944	17.918611	2443
Athens	Stuttgart	111	37.9833262319	23.7333210843	48.689878	9.221964	1665
Athens	Thira	79	37.9833262319	23.7333210843	36.399169	25.479333	234
Athens	Tirana	80	37.9833262319	23.7333210843	41.414742	19.720561	512
Athens	Toronto	678	37.9833262319	23.7333210843	43.677223	-79.630556	8106
Athens	Venice	79	37.9833262319	23.7333210843	45.505278	12.351944	1258
Athens	Vienna	101	37.9833262319	23.7333210843	48.110278	16.569722	1265
Athens	Yekaterinburg	265	37.9833262319	23.7333210843	56.743108	60.802728	3415
Athens	Zagreb	225	37.9833262319	23.7333210843	45.742931	16.068778	1069
Athens	Zakynthos	72	37.9833262319	23.7333210843	37.750853	20.88425	251
Athens	Zurich	155	37.9833262319	23.7333210843	47.464722	8.549167	1621
Barcelona	Aalborg	115	41.3832995799	2.18337031923	57.092789	9.849164	1829
Barcelona	Adana	149	41.3832995799	2.18337031923	36.982166	35.280388	2874
Barcelona	Alghero	289	41.3832995799	2.18337031923	40.632133	8.290772	518
Barcelona	Alicante	42	41.3832995799	2.18337031923	38.282169	-0.558156	416
Barcelona	Almeria	54	41.3832995799	2.18337031923	36.843936	-2.370097	639
Barcelona	Amsterdam	64	41.3832995799	2.18337031923	52.308613	4.763889	1229
Barcelona	Athens	148	41.3832995799	2.18337031923	37.936358	23.944467	1895
Barcelona	Atlanta	1746	41.3832995799	2.18337031923	33.636719	-84.428067	7359
Barcelona	Avalon	1009	41.3832995799	2.18337031923	-38.039444	144.469444	16782
Barcelona	Aviles	59	41.3832995799	2.18337031923	43.563567	-6.034622	715
Barcelona	Bangkok	445	41.3832995799	2.18337031923	13.681108	100.747283	9696
Barcelona	Bari	47	41.3832995799	2.18337031923	41.138856	16.760594	1216
Barcelona	Basel	87	41.3832995799	2.18337031923	47.59	7.529167	809
Barcelona	Beauvais	39	41.3832995799	2.18337031923	49.454444	2.112778	896
Barcelona	Beijing	323	41.3832995799	2.18337031923	40.080111	116.584556	8793
Barcelona	Beirut	455	41.3832995799	2.18337031923	33.820931	35.488389	3029
Barcelona	Belfast	89	41.3832995799	2.18337031923	54.637778	-6.044166499999999	1592
Barcelona	Bergamo	17	41.3832995799	2.18337031923	45.673889	9.704166	770
Barcelona	Bergen	80	41.3832995799	2.18337031923	60.293386	5.218142	2111
Barcelona	Bergerac	387	41.3832995799	2.18337031923	44.825279	0.518611	405
Barcelona	Berlin	79	41.3832995799	2.18337031923	52.469843499999996	13.405105500000001	1493
Barcelona	Bermuda	1677	41.3832995799	2.18337031923	32.364042	-64.678703	5880
Barcelona	Bilbao	43	41.3832995799	2.18337031923	43.301097	-2.910608	469
Barcelona	Billund	186	41.3832995799	2.18337031923	55.740322	9.151778	1673
Barcelona	Birmingham	34	41.3832995799	2.18337031923	52.453856	-1.748028	1265
Barcelona	Bodo	162	41.3832995799	2.18337031923	67.269167	14.365278	2970
Barcelona	Bologna	28	41.3832995799	2.18337031923	44.535444	11.288667	818
Barcelona	Bordeaux	55	41.3832995799	2.18337031923	44.828335	-0.715556	449
Barcelona	Boston	490	41.3832995799	2.18337031923	42.364347	-71.005181	5857
Barcelona	Bozeman	1776	41.3832995799	2.18337031923	45.777643	-111.160151	8284
Barcelona	Bremen	140	41.3832995799	2.18337031923	53.0475	8.786667	1387
Barcelona	Brindisi	221	41.3832995799	2.18337031923	40.657633	17.947033	1322
Barcelona	Brisbane	858	41.3832995799	2.18337031923	-27.384167	153.1175	16938
Barcelona	Bristol	85	41.3832995799	2.18337031923	51.382669	-2.719089	1172
Barcelona	Brussels	75	41.3832995799	2.18337031923	50.901389	4.484444	1072
Barcelona	Bucharest	77	41.3832995799	2.18337031923	44.572161	26.102178	1969
Barcelona	Budapest	66	41.3832995799	2.18337031923	47.436933	19.255592	1508
Barcelona	Buenos Aires	2018	41.3832995799	2.18337031923	-34.822222	-58.535833	10487
Barcelona	Burgos	60	41.3832995799	2.18337031923	42.357628	-3.620764	492
Barcelona	Cagliari	81	41.3832995799	2.18337031923	39.251469	9.054283	628
Barcelona	Cairo	209	41.3832995799	2.18337031923	30.121944	31.405556	2898
Barcelona	Campinas	586	41.3832995799	2.18337031923	-23.0075	-47.134444	8772
Barcelona	Cancun	1841	41.3832995799	2.18337031923	21.036528	-86.877083	8400
Barcelona	Caracas	1312	41.3832995799	2.18337031923	10.603117	-66.990583	7492
Barcelona	Cardiff	68	41.3832995799	2.18337031923	51.396667	-3.343333	1189
Barcelona	Casablanca	34	41.3832995799	2.18337031923	33.367467	-7.589967	1238
